Chip Run Filename,D:\RT-PCR\Blood\ChipRun.bml,,,,,,,,,,,,,,,,,,,
Application Version,1.4.2,,,,,,,,,,,,,,,,,,,
Application Build,20070522.1,,,,,,,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,,,,,,,
Baseline Correction Method,Linear,,,,,,,,,,,,,,,,,,,
Ct Threshold Method,Auto (Detectors),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Quality,Call
S41-A21,434_14,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.22739648,0.9,Pass,0.049384689,-0.884799739,0.9,Pass,10.91061149,0.765,Pass,0.113710676,0.765,Pass
S41-A22,434_14,Unknown,1,434_1,IL1A,Test,B-actin,13.87748116,0.75,Pass,0.019695109,-3.764642469,0.74,Pass,3.560696173,0.75,Pass,-2.766132054,0.736666667,Pass
S41-A23,434_14,Unknown,1,434_1,IL1B,Test,B-actin,8.488440984,0.97,Pass,0.092491138,-3.773600655,0.97,Pass,-1.828344006,0.765,Pass,-2.77509024,0.765,Pass
S41-A24,434_14,Unknown,1,434_1,IRF5,Test,B-actin,18.40079557,0.91,Pass,0.068747972,0.184858351,0.91,Pass,8.084010579,0.765,Pass,1.183368766,0.765,Pass
S41-A25,434_14,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.50742246,0.83,Pass,0.035987112,-0.902159216,0.8,Pass,2.190637467,0.765,Pass,0.096351199,0.765,Pass
S41-A26,434_14,Unknown,1,434_1,CCL20,Test,B-actin,13.72934647,0.78,Pass,0.066028727,-4.585983211,0.78,Pass,3.412561477,0.765,Pass,-3.587472797,0.765,Pass
S41-A27,434_14,Unknown,1,434_1,CCL22,Test,B-actin,15.58026356,0.96,Pass,0.062759131,-0.182727912,0.96,Pass,5.263478566,0.765,Pass,0.815782503,0.765,Pass
S41-A28,434_14,Unknown,1,434_1,CCL2,Test,B-actin,12.19631465,0.85,Pass,0.041469833,-2.633752803,0.833333333,Pass,1.879529661,0.765,Pass,-1.635242389,0.765,Pass
S41-A29,434_14,Unknown,1,434_1,LPL,Test,B-actin,19.34165025,0.8,Pass,0.081767941,-1.053071708,0.8,Pass,9.024865257,0.765,Pass,-0.054561293,0.765,Pass
S41-A30,434_14,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.97810352,0.93,Pass,0.08927187,-0.975937206,0.93,Pass,2.661318527,0.765,Pass,0.022573209,0.765,Pass
S41-A31,434_14,Unknown,1,434_1,B-actin,Reference,,10.25751215,0.78,Pass,0.031186689,-1.057783259,0.775,Pass,999,0,Fail,999,0,Fail
S41-A32,434_14,Unknown,1,434_1,GAPDH,Test,B-actin,10.46574411,0.79,Pass,0.078078015,-0.468687936,0.77,Pass,0.148959124,0.765,Pass,0.529822479,0.765,Pass
S41-A33,434_14,Unknown,1,434_1,18S,Test,B-actin,21.94813249,0.94,Pass,0.052145133,-0.199148419,0.91,Pass,11.6313475,0.765,Pass,0.799361996,0.765,Pass
S41-A34,434_14,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A35,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A36,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A37,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A38,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A39,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A40,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A41,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A42,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A43,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A44,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A45,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A46,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A47,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S41-A48,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A01,434_3,Unknown,1,434_1,MX1,Test,B-actin,10.28460482,0.93,Pass,0.053812245,-5.047820638,0.893333333,Pass,-1.273724482,0.766666667,Pass,-5.290854533,0.766666667,Pass
S08-A02,434_3,Unknown,1,434_1,IRF7,Test,B-actin,12.05871742,0.89,Pass,0.036827459,-3.330424263,0.856666667,Pass,0.500388121,0.766666667,Pass,-3.573458157,0.766666667,Pass
S08-A03,434_3,Unknown,1,434_1,G1P3,Test,B-actin,11.35042478,0.71,Pass,0.019982874,-4.894067411,0.71,Pass,-0.207904521,0.71,Pass,-5.137101306,0.71,Pass
S08-A04,434_3,Unknown,1,434_1,OASL,Test,B-actin,12.61623152,0.94,Pass,0.065237931,-2.312993143,0.94,Pass,1.057902223,0.766666667,Pass,-2.556027038,0.766666667,Pass
S08-A05,434_3,Unknown,1,434_1,IFIT4,Test,B-actin,14.39778406,0.71,Pass,0.019915253,-5.539398842,0.68,Pass,2.839454765,0.71,Pass,-5.782432737,0.68,Pass
S08-A06,434_3,Unknown,1,434_1,INFA5,Test,B-actin,24.80717356,0.93,Pass,0.072222612,-2.947437105,0.93,Pass,13.24884426,0.766666667,Pass,-3.190471,0.766666667,Pass
S08-A07,434_3,Unknown,1,434_1,TNF ALPHA,Test,B-actin,14.87302419,0.82,Pass,0.035619194,-2.05933934,0.806666667,Pass,3.314694889,0.766666667,Pass,-2.302373235,0.766666667,Pass
S08-A08,434_3,Unknown,1,434_1,PI3,Test,B-actin,15.38529402,0.79,Pass,0.033657989,-0.0598103,0.79,Pass,3.826964717,0.766666667,Pass,-0.302844195,0.766666667,Pass
S08-A09,434_3,Unknown,1,434_1,IL-10,Test,B-actin,20.45500754,0.95,Pass,0.052633033,1.320939238,0.926666667,Pass,8.896678244,0.766666667,Pass,1.077905344,0.766666667,Pass
S08-A10,434_3,Unknown,1,434_1,IFIT1,Test,B-actin,12.9639814,0.86,Pass,0.061441596,-5.330304671,0.86,Pass,1.4056521,0.766666667,Pass,-5.573338565,0.766666667,Pass
S08-A11,434_3,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,12.45755982,0.69,Pass,0.01597179,-6.296520295,0.675,Pass,0.899230517,0.69,Pass,-6.53955419,0.675,Pass
S08-A12,434_3,Unknown,1,434_1,IFI44,Test,B-actin,13.75109913,0.87,Pass,0.057802747,-4.961717844,0.87,Pass,2.192769828,0.766666667,Pass,-5.204751739,0.766666667,Pass
S08-A13,434_3,Unknown,1,434_1,PRKR,Test,B-actin,13.46857707,0.91,Pass,0.042447337,-3.797585964,0.886666667,Pass,1.910247766,0.766666667,Pass,-4.040619859,0.766666667,Pass
S08-A14,434_3,Unknown,1,434_1,INFB1,Test,B-actin,23.01600653,0.92,Pass,0.045050435,-2.527438985,0.9,Pass,11.45767723,0.766666667,Pass,-2.77047288,0.766666667,Pass
S08-A15,434_3,Unknown,1,434_1,CCL-24,Test,B-actin,15.60629811,0.8,Pass,0.04242992,-0.724244226,0.8,Pass,4.047968815,0.766666667,Pass,-0.96727812,0.766666667,Pass
S08-A16,434_3,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A17,434_3,Unknown,1,434_1,PBEF,Test,B-actin,13.36017548,0.96,Pass,0.065920425,-0.033225534,0.96,Pass,1.801846176,0.766666667,Pass,-0.276259429,0.766666667,Pass
S08-A18,434_3,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,14.30839168,0.96,Pass,0.082450283,-3.002971881,0.923333333,Pass,2.75006238,0.766666667,Pass,-3.246005776,0.766666667,Pass
S08-A19,434_3,Unknown,1,434_1,OAS3,Test,B-actin,15.73058157,0.9,Pass,0.059583791,-4.356136815,0.9,Pass,4.172252275,0.766666667,Pass,-4.599170709,0.766666667,Pass
S08-A20,434_3,Unknown,1,434_1,LY6E,Test,B-actin,12.49290054,0.82,Pass,0.033133264,-4.291374381,0.803333333,Pass,0.934571236,0.766666667,Pass,-4.534408276,0.766666667,Pass
S08-A21,434_3,Unknown,1,434_1,APOBEC3B,Test,B-actin,20.83529277,0.96,Pass,0.049384689,-1.276903453,0.943333333,Pass,9.27696347,0.766666667,Pass,-1.519937348,0.766666667,Pass
S08-A22,434_3,Unknown,1,434_1,IL1A,Test,B-actin,14.97132967,0.8,Pass,0.019695109,-2.670793966,0.74,Pass,3.413000366,0.766666667,Pass,-2.913827861,0.736666667,Pass
S08-A23,434_3,Unknown,1,434_1,IL1B,Test,B-actin,10.25188504,0.9,Pass,0.092491138,-2.010156594,0.9,Pass,-1.306444256,0.766666667,Pass,-2.253190489,0.766666667,Pass
S08-A24,434_3,Unknown,1,434_1,IRF5,Test,B-actin,17.24117086,0.91,Pass,0.068747972,-0.974766352,0.91,Pass,5.682841565,0.766666667,Pass,-1.217800247,0.766666667,Pass
S08-A25,434_3,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.63443979,0.84,Pass,0.035987112,-0.775141886,0.8,Pass,1.076110487,0.766666667,Pass,-1.018175781,0.766666667,Pass
S08-A26,434_3,Unknown,1,434_1,CCL20,Test,B-actin,15.63863264,0.83,Pass,0.066028727,-2.676697041,0.83,Pass,4.080303338,0.766666667,Pass,-2.919730936,0.766666667,Pass
S08-A27,434_3,Unknown,1,434_1,CCL22,Test,B-actin,15.45780537,0.92,Pass,0.062759131,-0.305186094,0.92,Pass,3.899476074,0.766666667,Pass,-0.548219989,0.766666667,Pass
S08-A28,434_3,Unknown,1,434_1,CCL2,Test,B-actin,9.246137858,0.86,Pass,0.041469833,-5.583929597,0.833333333,Pass,-2.312191442,0.766666667,Pass,-5.826963491,0.766666667,Pass
S08-A29,434_3,Unknown,1,434_1,LPL,Test,B-actin,18.10573667,0.96,Pass,0.081767941,-2.28898529,0.886666667,Pass,6.547407366,0.766666667,Pass,-2.532019185,0.766666667,Pass
S08-A30,434_3,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.10041274,0.93,Pass,0.08927187,-1.853627979,0.93,Pass,0.542083445,0.766666667,Pass,-2.096661874,0.766666667,Pass
S08-A31,434_3,Unknown,1,434_1,B-actin,Reference,,11.54631121,0.75,Pass,0.031186689,0.231015803,0.75,Pass,999,0,Fail,999,0,Fail
S08-A32,434_3,Unknown,1,434_1,GAPDH,Test,B-actin,10.94337387,0.77,Pass,0.078078015,0.008941819,0.77,Pass,-0.61495543,0.766666667,Pass,-0.234092075,0.766666667,Pass
S08-A33,434_3,Unknown,1,434_1,18S,Test,B-actin,21.85382463,0.91,Pass,0.052145133,-0.293456277,0.91,Pass,10.29549533,0.766666667,Pass,-0.536490172,0.766666667,Pass
S08-A34,434_3,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A35,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A36,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A37,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A38,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A39,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A40,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A41,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A42,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A43,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A44,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A45,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A46,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A47,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S08-A48,434_3,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A01,434_14,Unknown,1,434_1,MX1,Test,B-actin,14.84968167,0.92,Pass,0.053812245,-0.482743783,0.893333333,Pass,4.532896683,0.765,Pass,0.515766632,0.765,Pass
S40-A02,434_14,Unknown,1,434_1,IRF7,Test,B-actin,15.22729364,0.9,Pass,0.036827459,-0.161848045,0.856666667,Pass,4.910508648,0.765,Pass,0.83666237,0.765,Pass
S40-A03,434_14,Unknown,1,434_1,G1P3,Test,B-actin,15.74410438,0.78,Pass,0.019982874,-0.500387808,0.773333333,Pass,5.427319391,0.765,Pass,0.498122607,0.765,Pass
S40-A04,434_14,Unknown,1,434_1,OASL,Test,B-actin,14.6194252,0.94,Pass,0.065237931,-0.309799469,0.94,Pass,4.302640206,0.765,Pass,0.688710945,0.765,Pass
S40-A05,434_14,Unknown,1,434_1,IFIT4,Test,B-actin,19.3599719,0.73,Pass,0.019915253,-0.577211003,0.68,Pass,9.043186914,0.73,Pass,0.421299411,0.68,Pass
S40-A06,434_14,Unknown,1,434_1,INFA5,Test,B-actin,25.4096124,0.96,Pass,0.072222612,-2.344998263,0.953333333,Pass,15.09282741,0.765,Pass,-1.346487848,0.765,Pass
S40-A07,434_14,Unknown,1,434_1,TNF ALPHA,Test,B-actin,15.91767562,0.87,Pass,0.035619194,-1.014687907,0.806666667,Pass,5.600890631,0.765,Pass,-0.016177492,0.765,Pass
S40-A08,434_14,Unknown,1,434_1,PI3,Test,B-actin,15.30513932,0.81,Pass,0.033657989,-0.139965001,0.793333333,Pass,4.988354326,0.765,Pass,0.858545414,0.765,Pass
S40-A09,434_14,Unknown,1,434_1,IL-10,Test,B-actin,19.92058206,0.86,Pass,0.052633033,0.78651376,0.86,Pass,9.603797075,0.765,Pass,1.785024175,0.765,Pass
S40-A10,434_14,Unknown,1,434_1,IFIT1,Test,B-actin,18.22747337,0.92,Pass,0.061441596,-0.066812697,0.92,Pass,7.910688384,0.765,Pass,0.931697718,0.765,Pass
S40-A11,434_14,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,18.02862319,0.73,Pass,0.01597179,-0.725456925,0.675,Pass,7.711838197,0.73,Pass,0.27305349,0.675,Pass
S40-A12,434_14,Unknown,1,434_1,IFI44,Test,B-actin,18.11055825,0.91,Pass,0.057802747,-0.602258718,0.906666667,Pass,7.793773263,0.765,Pass,0.396251697,0.765,Pass
S40-A13,434_14,Unknown,1,434_1,PRKR,Test,B-actin,16.71702114,0.83,Pass,0.042447337,-0.549141892,0.83,Pass,6.400236148,0.765,Pass,0.449368522,0.765,Pass
S40-A14,434_14,Unknown,1,434_1,INFB1,Test,B-actin,25.53626721,0.89,Pass,0.045050435,-0.007178305,0.89,Pass,15.21948222,0.765,Pass,0.991332109,0.765,Pass
S40-A15,434_14,Unknown,1,434_1,CCL-24,Test,B-actin,14.63125632,0.89,Pass,0.04242992,-1.699286022,0.89,Pass,4.314471328,0.765,Pass,-0.700775607,0.765,Pass
S40-A16,434_14,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A17,434_14,Unknown,1,434_1,PBEF,Test,B-actin,12.11550744,0.96,Pass,0.065920425,-1.277893565,0.96,Pass,1.798722455,0.765,Pass,-0.27938315,0.765,Pass
S40-A18,434_14,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,16.96398451,0.98,Pass,0.082450283,-0.347379053,0.923333333,Pass,6.647199518,0.765,Pass,0.651131362,0.765,Pass
S40-A19,434_14,Unknown,1,434_1,OAS3,Test,B-actin,19.20141668,0.96,Pass,0.059583791,-0.885301704,0.946666667,Pass,8.884631695,0.765,Pass,0.113208711,0.765,Pass
S40-A20,434_14,Unknown,1,434_1,LY6E,Test,B-actin,16.1222956,0.84,Pass,0.033133264,-0.661979315,0.803333333,Pass,5.805510611,0.765,Pass,0.336531099,0.765,Pass
S40-A21,434_14,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.3400742,0.89,Pass,0.049384689,-0.772122025,0.89,Pass,11.02328921,0.765,Pass,0.22638839,0.765,Pass
S40-A22,434_14,Unknown,1,434_1,IL1A,Test,B-actin,13.51844825,0.74,Pass,0.019695109,-4.123675385,0.74,Pass,3.201663257,0.74,Pass,-3.125164971,0.736666667,Pass
S40-A23,434_14,Unknown,1,434_1,IL1B,Test,B-actin,8.535820843,0.97,Pass,0.092491138,-3.726220795,0.97,Pass,-1.780964147,0.765,Pass,-2.727710381,0.765,Pass
S40-A24,434_14,Unknown,1,434_1,IRF5,Test,B-actin,18.53244702,0.87,Pass,0.068747972,0.316509808,0.87,Pass,8.215662035,0.765,Pass,1.315020222,0.765,Pass
S40-A25,434_14,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.60635062,0.62,Fail,0.035987112,-0.803231051,0.62,Fail,2.289565632,0.62,Fail,0.195279364,0.62,Fail
S40-A26,434_14,Unknown,1,434_1,CCL20,Test,B-actin,13.83426033,0.77,Pass,0.066028727,-4.481069344,0.77,Pass,3.517475344,0.765,Pass,-3.48255893,0.765,Pass
S40-A27,434_14,Unknown,1,434_1,CCL22,Test,B-actin,15.69803121,0.98,Pass,0.062759131,-0.064960253,0.966666667,Pass,5.381246225,0.765,Pass,0.933550162,0.765,Pass
S40-A28,434_14,Unknown,1,434_1,CCL2,Test,B-actin,12.22576091,0.79,Pass,0.041469833,-2.60430654,0.79,Pass,1.908975924,0.765,Pass,-1.605796125,0.765,Pass
S40-A29,434_14,Unknown,1,434_1,LPL,Test,B-actin,19.44317626,0.77,Pass,0.081767941,-0.951545698,0.77,Pass,9.126391268,0.765,Pass,0.046964717,0.765,Pass
S40-A30,434_14,Unknown,1,434_1,OPN(SPP1),Test,B-actin,13.04768428,0.92,Pass,0.08927187,-0.906356444,0.92,Pass,2.73089929,0.765,Pass,0.092153971,0.765,Pass
S40-A31,434_14,Unknown,1,434_1,B-actin,Reference,,10.55470215,0.59,Fail,0.031186689,-0.76059325,0.59,Fail,999,0,Fail,999,0,Fail
S40-A32,434_14,Unknown,1,434_1,GAPDH,Test,B-actin,10.48086446,0.72,Pass,0.078078015,-0.453567585,0.72,Pass,0.164079475,0.72,Pass,0.54494283,0.72,Pass
S40-A33,434_14,Unknown,1,434_1,18S,Test,B-actin,22.02964568,0.95,Pass,0.052145133,-0.117635222,0.91,Pass,11.71286069,0.765,Pass,0.880875192,0.765,Pass
S40-A34,434_14,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A35,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A36,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A37,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A38,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A39,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A40,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A41,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A42,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A43,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A44,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A45,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A46,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A47,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S40-A48,434_14,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S07-A01,434_3,Unknown,1,434_1,MX1,Test,B-actin,10.25566704,0.92,Pass,0.053812245,-5.076758413,0.893333333,Pass,-1.302662257,0.766666667,Pass,-5.319792308,0.766666667,Pass
S07-A02,434_3,Unknown,1,434_1,IRF7,Test,B-actin,12.16708418,0.9,Pass,0.036827459,-3.222057499,0.856666667,Pass,0.608754884,0.766666667,Pass,-3.465091394,0.766666667,Pass
S07-A03,434_3,Unknown,1,434_1,G1P3,Test,B-actin,11.19307199,0.75,Pass,0.019982874,-5.051420196,0.75,Pass,-0.365257306,0.75,Pass,-5.294454091,0.75,Pass
S07-A04,434_3,Unknown,1,434_1,OASL,Test,B-actin,12.76085458,0.91,Pass,0.065237931,-2.168370086,0.91,Pass,1.20252528,0.766666667,Pass,-2.411403981,0.766666667,Pass
S07-A05,434_3,Unknown,1,434_1,IFIT4,Test,B-actin,13.97062539,0.79,Pass,0.019915253,-5.966557515,0.68,Pass,2.412296093,0.766666667,Pass,-6.209591409,0.68,Pass
S07-A06,434_3,Unknown,1,434_1,INFA5,Test,B-actin,25.43663746,0.95,Pass,0.072222612,-2.317973204,0.95,Pass,13.87830816,0.766666667,Pass,-2.561007098,0.766666667,Pass
S07-A07,434_3,Unknown,1,434_1,TNF ALPHA,Test,B-actin,14.90151306,0.85,Pass,0.035619194,-2.030850473,0.806666667,Pass,3.343183756,0.766666667,Pass,-2.273884368,0.766666667,Pass
S07-A08,434_3,Unknown,1,434_1,PI3,Test,B-actin,15.23522189,0.83,Pass,0.033657989,-0.209882424,0.793333333,Pass,3.676892593,0.766666667,Pass,-0.452916319,0.766666667,Pass
S07-A09,434_3,Unknown,1,434_1,IL-10,Test,B-actin,20.58657751,0.94,Pass,0.052633033,1.452509209,0.926666667,Pass,9.028248214,0.766666667,Pass,1.209475314,0.766666667,Pass
S07-A10,434_3,Unknown,1,434_1,IFIT1,Test,B-actin,12.83773076,0.92,Pass,0.061441596,-5.456555312,0.92,Pass,1.279401459,0.766666667,Pass,-5.699589207,0.766666667,Pass
S07-A11,434_3,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,12.78760685,0.64,Fail,0.01597179,-5.966473263,0.64,Fail,1.22927755,0.64,Fail,-6.209507157,0.64,Fail
S07-A12,434_3,Unknown,1,434_1,IFI44,Test,B-actin,13.59680216,0.9,Pass,0.057802747,-5.116014812,0.9,Pass,2.03847286,0.766666667,Pass,-5.359048706,0.766666667,Pass
S07-A13,434_3,Unknown,1,434_1,PRKR,Test,B-actin,13.41045318,0.91,Pass,0.042447337,-3.855709848,0.886666667,Pass,1.852123882,0.766666667,Pass,-4.098743743,0.766666667,Pass
S07-A14,434_3,Unknown,1,434_1,INFB1,Test,B-actin,22.94837598,0.93,Pass,0.045050435,-2.595069529,0.9,Pass,11.39004668,0.766666667,Pass,-2.838103424,0.766666667,Pass
S07-A15,434_3,Unknown,1,434_1,CCL-24,Test,B-actin,15.52319066,0.92,Pass,0.04242992,-0.807351683,0.906666667,Pass,3.964861358,0.766666667,Pass,-1.050385577,0.766666667,Pass
S07-A16,434_3,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S07-A17,434_3,Unknown,1,434_1,PBEF,Test,B-actin,13.35395919,0.95,Pass,0.065920425,-0.039441821,0.95,Pass,1.795629889,0.766666667,Pass,-0.282475716,0.766666667,Pass
S07-A18,434_3,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,14.10381266,0.96,Pass,0.082450283,-3.207550896,0.923333333,Pass,2.545483365,0.766666667,Pass,-3.450584791,0.766666667,Pass
S07-A19,434_3,Unknown,1,434_1,OAS3,Test,B-actin,15.67157689,0.92,Pass,0.059583791,-4.415141501,0.92,Pass,4.113247589,0.766666667,Pass,-4.658175396,0.766666667,Pass
S07-A20,434_3,Unknown,1,434_1,LY6E,Test,B-actin,12.39002081,0.84,Pass,0.033133264,-4.39425411,0.803333333,Pass,0.831691508,0.766666667,Pass,-4.637288004,0.766666667,Pass
S07-A21,434_3,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.10330363,0.93,Pass,0.049384689,-1.008892595,0.93,Pass,9.544974328,0.766666667,Pass,-1.25192649,0.766666667,Pass
S07-A22,434_3,Unknown,1,434_1,IL1A,Test,B-actin,14.78794004,0.73,Pass,0.019695109,-2.854183597,0.73,Pass,3.229610736,0.73,Pass,-3.097217492,0.73,Pass
S07-A23,434_3,Unknown,1,434_1,IL1B,Test,B-actin,10.2352591,0.95,Pass,0.092491138,-2.026782535,0.95,Pass,-1.323070196,0.766666667,Pass,-2.26981643,0.766666667,Pass
S07-A24,434_3,Unknown,1,434_1,IRF5,Test,B-actin,17.13185941,0.92,Pass,0.068747972,-1.084077803,0.92,Pass,5.573530115,0.766666667,Pass,-1.327111697,0.766666667,Pass
S07-A25,434_3,Unknown,1,434_1,NK4(IL-32),Test,B-actin,13.02383069,0.66,Pass,0.035987112,-0.385750981,0.66,Pass,1.465501392,0.66,Pass,-0.628784876,0.66,Pass
S07-A26,434_3,Unknown,1,434_1,CCL20,Test,B-actin,15.66069698,0.82,Pass,0.066028727,-2.654632702,0.82,Pass,4.102367677,0.766666667,Pass,-2.897666597,0.766666667,Pass
